id,backfilled,base_score,computed_at,game_id,importance_multiplier,inning,inning_type,play_order,pregame_bonus,signal_contributions,source,tags,watch_score
61,f,3,2026-07-12 21:17:10.587822+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
62,f,3,2026-07-12 21:18:10.399538+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
63,f,3,2026-07-12 21:19:09.986146+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
64,f,3,2026-07-12 21:20:12.051998+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
65,f,3,2026-07-12 21:20:35.083029+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
66,f,3,2026-07-12 21:21:10.569636+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
67,f,3,2026-07-12 21:23:09.417244+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
68,f,3,2026-07-12 21:24:09.478703+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
69,f,3,2026-07-12 21:25:09.767914+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
70,f,3,2026-07-12 21:28:10.002096+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
71,f,3,2026-07-12 21:29:09.29131+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
72,f,3,2026-07-12 21:30:09.418273+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
73,f,3,2026-07-12 21:33:10.286646+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
74,f,3,2026-07-12 21:34:09.734717+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
75,f,3,2026-07-12 21:35:09.803856+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
76,f,3,2026-07-12 21:35:34.944011+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 3.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",3
77,f,9,2026-07-12 21:37:09.254188+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 9.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",9
78,f,9,2026-07-12 21:38:09.809+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 9.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",9
79,f,9,2026-07-12 21:39:09.685674+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 9.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",9
80,f,9,2026-07-12 21:40:09.976979+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 9.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",9
81,f,9,2026-07-12 21:40:35.004044+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 9.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",9
82,f,9,2026-07-12 21:42:08.669268+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 9.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",9
83,f,15,2026-07-12 21:43:08.578668+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
84,f,15,2026-07-12 21:45:08.596295+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
85,f,15,2026-07-12 21:45:35.061931+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
86,f,15,2026-07-12 21:48:08.841323+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
87,f,15,2026-07-12 21:52:08.148992+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
88,f,15,2026-07-12 21:54:09.130226+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
89,f,15,2026-07-12 21:54:09.827795+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
90,f,15,2026-07-12 21:55:08.752362+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
91,f,15,2026-07-12 22:00:35.023033+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
92,f,15,2026-07-12 22:00:52.629866+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
93,f,15,2026-07-12 22:04:09.053946+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
94,f,15,2026-07-12 22:07:08.727534+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
95,f,15,2026-07-12 22:08:09.233014+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
96,f,15,2026-07-12 22:09:08.792015+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
97,f,15,2026-07-12 22:10:08.97129+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
98,f,15,2026-07-12 22:10:34.892447+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
99,f,15,2026-07-12 22:12:08.973251+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
100,f,15,2026-07-12 22:15:08.861503+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
101,f,15,2026-07-12 22:15:35.151041+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
102,f,15,2026-07-12 22:17:08.830164+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 0.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""접전 흐름""}",15
103,f,21,2026-07-12 22:18:08.56556+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
104,f,21,2026-07-12 22:20:08.928167+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
105,f,21,2026-07-12 22:23:09.00199+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
106,f,21,2026-07-12 22:24:08.540793+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
107,f,21,2026-07-12 22:27:08.39031+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
108,f,21,2026-07-12 22:30:08.670418+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
109,f,21,2026-07-12 22:33:08.091429+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
110,f,21,2026-07-12 22:34:08.196543+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
111,f,21,2026-07-12 22:36:08.109349+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
112,f,21,2026-07-12 22:37:07.792912+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
113,f,21,2026-07-12 22:38:07.575417+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
114,f,21,2026-07-12 22:42:07.995246+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
115,f,21,2026-07-12 22:44:08.099178+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
116,f,21,2026-07-12 22:46:08.682382+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 6.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
117,f,27,2026-07-12 22:50:34.888024+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 12.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",27
118,f,27,2026-07-12 22:57:07.095439+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 15.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 12.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",27
119,f,21,2026-07-12 22:58:06.673296+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 9.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 12.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
120,f,21,2026-07-12 23:00:35.009833+00,5059222,,9,End,242977913,,"{""pressure"": 0.0, ""score_gap"": 9.0, ""big_inning"": 0.0, ""lead_change"": 0.0, ""recent_score"": 0.0, ""late_or_extra"": 12.0, ""count_pressure"": 0.0, ""early_slugfest"": 0.0}",OPERATIONAL,"{""후반 긴장 구간"",""접전 흐름""}",21
